,Simplified,Pinyin,English,Level,Part of Speech,No.
2830,品,pǐn,suffix indicating character; quality; (product),5,suffix、（verb）,832.0
2831,品牌,pǐnpái,brand,5,noun,833.0
2832,品质,pǐnzhì,quality,5,noun,834.0
2833,品种,pǐnzhǒng,variety; breed,5,noun,835.0
2834,聘请,pìnqǐng,to hire,5,verb,836.0
2835,平,píng,flat; level; (to level),5,adjective、（verb）,837.0
2836,评,píng,to judge; to evaluate,5,verb,838.0
2837,凭,píng,to rely on; to base on; by means of,5,verb、preposition,839.0
2838,平安,píng’ān,safe; peaceful,5,adjective,840.0
2839,平衡,pínghéng,balanced; even; to balance,5,adjective、verb,841.0
2840,评价,píngjià,to evaluate; evaluation,5,verb、noun,842.0
2841,凭借,píngjiè,to rely on; to use,5,verb,843.0
2842,平静,píngjìng,calm; quiet,5,adjective,844.0
2843,平均,píngjūn,to average; average,5,verb、adjective,845.0
2844,屏幕,píngmù,screen,5,noun,846.0
2845,平台,píngtái,platform,5,noun,847.0
2846,破坏,pòhuài,to destroy,5,verb,848.0
2847,普及,pǔjí,to popularize; to spread,5,verb,849.0
2848,期待,qīdài,to expect; to look forward to,5,verb,850.0
2849,期间,qījiān,period; during,5,noun,851.0
2850,齐,qí,neat; uniform; (together; equally),5,adjective、（verb、adverb）,852.0
2851,其,qí,his; its; that,5,pronoun,853.0
2852,奇迹,qíjì,miracle,5,noun,854.0
2853,其余,qíyú,the rest; the others,5,pronoun,855.0
2854,企业,qǐyè,enterprise,5,noun,856.0
2855,气球,qìqiú,balloon,5,noun,857.0
2856,汽油,qìyóu,gasoline,5,noun,858.0
2857,签,qiān,to sign,5,verb,859.0
2858,签订,qiāndìng,to sign; to conclude a contract,5,verb,860.0
2859,签名,qiānmíng,to sign one’s name; signature,5,verb、noun,861.0
2860,签字,qiānzì,to sign; signature,5,verb、noun,862.0
2861,前进,qiánjìn,to advance; to go forward,5,verb,863.0
2862,前来,qiánlái,to come; to come forward,5,verb,864.0
2863,前途,qiántú,future; prospect,5,noun,865.0
2864,前往,qiánwǎng,to go to; to head for,5,verb,866.0
2865,浅,qiǎn,shallow,5,adjective,867.0
2866,欠,qiàn,to owe; to be short of,5,verb,868.0
2867,墙,qiáng,wall,5,noun,869.0
2868,强大,qiángdà,strong; powerful,5,adjective,870.0
2869,强调,qiángdiào,to emphasize,5,verb,871.0
2870,强度,qiángdù,intensity; strength,5,noun,872.0
2871,强烈,qiángliè,strong; intense,5,adjective,873.0
2872,抢,qiǎng,to snatch; to grab,5,verb,874.0
2873,抢救,qiǎngjiù,to rescue,5,verb,875.0
2874,悄悄,qiāoqiāo,quietly; secretly,5,adverb,876.0
2875,切,qiē,to cut,5,verb,877.0
2876,亲,qīn,close; dear; to kiss,5,adjective、verb,878.0
2877,亲爱,qīn’ài,dear,5,adjective,879.0
2878,亲朋好友,qīnpéng-hǎoyǒu,,5,relatives and friends,880.0
2879,亲切,qīnqiè,cordial; kind,5,adjective,881.0
2880,亲情,qīnqíng,family affection,5,noun,882.0
2881,亲人,qīnrén,family member; relative,5,noun,883.0
2882,亲自,qīnzì,personally,5,adverb,884.0
2883,勤奋,qínfèn,diligent; hardworking,5,adjective,885.0
2884,青,qīng,green; blue,5,adjective,886.0
2885,轻易,qīngyì,easy; easily,5,adjective、adverb,887.0
2886,轻重,qīngzhòng,importance; degree of seriousness,5,noun,888.0
2887,情感,qínggǎn,emotion; feeling,5,noun,889.0
2888,情景,qíngjǐng,scene; situation,5,noun,890.0
2889,情绪,qíngxù,mood; emotion,5,noun,891.0
2890,请教,qǐngjiào,to ask for advice,5,verb,892.0
2891,请求,qǐngqiú,to request; request,5,verb、noun,893.0
2892,穷,qióng,poor,5,adjective,894.0
2893,趋势,qūshì,trend,5,noun,895.0
2894,区域,qūyù,region; area,5,noun,896.0
2895,去世,qùshì,to pass away,5,verb,897.0
2896,权,quán,power; authority; (tentatively),5,noun、（adverb）,898.0
2897,权利,quánlì,right; entitlement,5,noun,899.0
2898,全力,quánlì,full strength; all-out effort; with all one’s might,5,noun、adverb,900.0
2899,全面,quánmiàn,comprehensive; all-around,5,adjective,901.0
2900,全体,quántǐ,all; whole,5,noun,902.0
2901,全新,quánxīn,brand new,5,adjective,903.0
2902,劝,quàn,to persuade,5,verb,904.0
2903,缺乏,quēfá,to lack,5,verb,905.0
2904,确保,quèbǎo,to ensure,5,verb,906.0
2905,确定,quèdìng,certain; definite; to determine,5,adjective、verb,907.0
2906,确认,quèrèn,to confirm,5,verb,908.0
2907,群,qún,measure word for groups; group,5,、noun,909.0
2908,群体,qúntǐ,group; community,5,noun,910.0
2909,燃烧,ránshāo,to burn,5,verb,911.0
2910,绕,rào,to go around; to circle,5,verb,912.0
2911,热爱,rè’ài,to love deeply,5,verb,913.0
2912,热量,rèliàng,heat,5,noun,914.0
2913,热烈,rèliè,warm; enthusiastic,5,adjective,915.0
2914,热心,rèxīn,enthusiastic; warmhearted,5,adjective,916.0
2915,人才,réncai,talented person; talent,5,noun,917.0
2916,人工,rén gōng,artificial; manual; manual labor,5,adjective、noun,918.0
2917,人际,rénjì,interpersonal,5,adjective,919.0
2918,人口,rénkǒu,population,5,noun,920.0
2919,人类,rénlèi,humanity; mankind,5,noun,921.0
2920,人力,rénlì,manpower; labor,5,noun,922.0
2921,人民,rénmín,people,5,noun,923.0
2922,人民币,rénmínbì,Renminbi; Chinese currency,5,noun,924.0
2923,人群,rénqún,crowd,5,noun,925.0
2924,人体,réntǐ,human body,5,noun,926.0
2925,人物,rénwù,person; character; figure,5,noun,927.0
2926,忍,rěn,to endure; to bear,5,verb,928.0
2927,认,rèn,to recognize; to know,5,verb,929.0
2928,日历,rìlì,calendar,5,noun,930.0
2929,日用品,rìyòngpǐn,daily necessities,5,noun,931.0
2930,如,rú,like; as; if,5,verb、conjunction,932.0
2931,如此,rúcǐ,such; so,5,pronoun,933.0
2932,如何,rúhé,how; what,5,pronoun,934.0
2933,如今,rújīn,nowadays; these days,5,noun,935.0
2934,如同,rútóng,like; as,5,verb,936.0
2935,如下,rúxià,as follows,5,verb,937.0
2936,软,ruǎn,soft,5,adjective,938.0
2937,软件,ruǎnjiàn,software,5,noun,939.0
2938,弱,ruò,weak,5,adjective,940.0
2939,洒,sǎ,to sprinkle,5,verb,941.0
2940,赛场,sàichǎng,competition venue; arena,5,noun,942.0
2941,色彩,sècǎi,color,5,noun,943.0
2942,沙漠,shāmò,desert,5,noun,944.0
2943,沙子,shāzi,sand,5,noun,945.0
2944,傻,shǎ,stupid; foolish,5,adjective,946.0
2945,晒,shài,to sunbathe; to dry in the sun,5,verb,947.0
2946,删,shān,to delete,5,verb,948.0
2947,扇,shān,to fan,5,verb,949.0
2948,删除,shānchú,to delete,5,verb,950.0
2949,山区,shānqū,mountain area,5,noun,951.0
2950,擅长,shàncháng,to be good at; to be skilled in,5,verb,952.0
2951,善良,shànliáng,kind; virtuous,5,adjective,953.0
2952,善于,shànyú,to be good at,5,verb,954.0
2953,扇子,shànzi,fan,5,noun,955.0
2954,伤,shāng,injury; wound; to injure,5,noun、verb,956.0
2955,伤害,shānghài,to harm,5,verb,957.0
2956,商家,shāngjiā,business; merchant,5,noun,958.0
2957,商人,shāngrén,businessman; merchant,5,noun,959.0
2958,商务,shāngwù,business; commercial affairs,5,noun,960.0
2959,商业,shāngyè,commerce; business,5,noun,961.0
2960,赏,shǎng,to appreciate; to reward,5,verb,962.0
2961,上传,shàngchuán,to upload,5,verb,963.0
2962,上升,shàngshēng,to rise; to go up,5,verb,964.0
2963,上下,shàngxià,up and down; high and low,5,noun,965.0
2964,上涨,shàngzhǎng,to rise; to increase,5,verb,966.0
2965,烧,shāo,to burn; barbecue; burnt food,5,verb、noun,967.0
2966,烧烤,shāokǎo,barbecue,5,noun,968.0
2967,蛇,shé,snake,5,noun,969.0
2968,舍不得,shěbude,to hate to part with; to be reluctant to give up,5,verb,970.0
2969,舍得,shěde,to be willing to,5,verb,971.0
2970,设备,shèbèi,equipment; device,5,noun,972.0
2971,设计,shèjì,to design; design,5,verb、noun,973.0
2972,设立,shèlì,to establish,5,verb,974.0
2973,社区,shèqū,community,5,noun,975.0
2974,设施,shèshī,facilities,5,noun,976.0
2975,摄影,shèyǐng,to take a photograph,5,verb,977.0
2976,设置,shèzhì,to set up; to install,5,verb,978.0
2977,伸,shēn,to stretch,5,verb,979.0
2978,身材,shēncái,figure; stature,5,noun,980.0
2979,深度,shēndù,depth; deep,5,noun、adjective,981.0
2980,身份,shēnfèn,identity,5,noun,982.0
2981,深厚,shēnhòu,deep; profound,5,adjective,983.0
2982,深刻,shēnkè,profound; deep,5,adjective,984.0
2983,深入,shēnrù,to penetrate deeply; deep; thorough,5,verb、adjective,985.0
2984,深远,shēnyuǎn,far-reaching,5,adjective,986.0
2985,神话,shénhuà,myth; mythology,5,noun,987.0
2986,神秘,shénmì,mysterious,5,adjective,988.0
2987,升,shēng,to rise; to go up,5,verb,989.0
2988,生产,shēngchǎn,to produce; to manufacture,5,verb,990.0
2989,生存,shēngcún,to survive,5,verb,991.0
2990,生动,shēngdòng,vivid; lively,5,adjective,992.0
2991,升级,shēngjí,to upgrade,5,verb,993.0
2992,升温,shēngwēn,to heat up,5,verb,994.0
2993,生物,shēngwù,living things; organism,5,noun,995.0
2994,生肖,shēngxiào,Chinese zodiac,5,noun,996.0
2995,生长,shēngzhǎng,to grow,5,verb,997.0
2996,省,shěng,to save,5,verb,998.0
2997,省份,shěngfèn,province,5,noun,999.0
2998,省会,shěnghuì,provincial capital,5,noun,1000.0
2999,胜,shèng,to win; to defeat,5,verb,1001.0
3000,胜利,shènglì,victory; triumph; to win,5,verb,1002.0
3001,诗,shī,poetry,5,noun,1003.0
3002,湿,shī,wet; damp,5,adjective,1004.0
3003,失恋,shīliàn,to lose in love,5,verb,1005.0
3004,失眠,shīmián,to suffer from insomnia,5,verb,1006.0
3005,诗人,shīrén,poet,5,noun,1007.0
3006,失误,shīwù,to make a mistake; mistake; error,5,verb、noun,1008.0
3007,失业,shīyè,to lose one’s job; to be unemployed,5,verb,1009.0
3008,时差,shíchā,time difference,5,noun,1010.0
3009,时常,shícháng,often,5,adverb,1011.0
3010,时代,shídài,era; times,5,noun,1012.0
3011,实践,shíjiàn,to practice; to put into practice,5,verb,1013.0
3012,时刻,shíkè,moment; constantly,5,noun、adverb,1014.0
3013,实力,shílì,strength; capability,5,noun,1015.0
3014,时期,shíqī,period; phase,5,noun,1016.0
3015,实施,shíshī,to implement,5,verb,1017.0
3016,石头,shítou,stone,5,noun,1018.0
3017,实习,shíxí,to intern; to practice,5,verb,1019.0
3018,实现,shíxiàn,to realize; to achieve,5,verb,1020.0
3019,实行,shíxíng,to implement; to carry out,5,verb,1021.0
3020,实验,shíyàn,to experiment; experiment,5,verb、noun,1022.0
3021,实验室,shíyànshì,laboratory,5,noun,1023.0
3022,实用,shíyòng,practical; functional,5,adjective,1024.0
3023,食用,shíyòng,to eat; to be edible,5,verb,1025.0
3024,使得,shǐde,to cause; to make,5,verb,1026.0
3025,始终,shǐzhōng,from beginning to end; always,5,noun、adverb,1027.0
3026,式,shì,suffix meaning style; type,5,suffix,1028.0
3027,适当,shìdàng,appropriate; suitable,5,adjective,1029.0
3028,似的,shìde,like; as if,5,auxiliary,1030.0
3029,事故,shìgù,accident,5,noun,1031.0
3030,事件,shìjiàn,incident; event,5,noun,1032.0
3031,试卷,shìjuàn,exam paper,5,noun,1033.0
3032,市民,shìmín,citizen,5,noun,1034.0
3033,事实,shìshí,fact,5,noun,1035.0
3034,视为,shìwéi,to regard as,5,verb,1036.0
3035,事物,shìwù,thing; object,5,noun,1037.0
3036,事先,shìxiān,in advance,5,noun,1038.0
3037,试验,shìyàn,to test; to experiment,5,verb,1039.0
3038,事业,shìyè,career; undertaking; cause,5,noun,1040.0
3039,试用,shìyòng,to try out; to be on probation,5,verb,1041.0
3040,适用,shìyòng,applicable; suitable,5,adjective,1042.0
3041,收获,shōuhuò,to reap; harvest,5,verb、noun,1043.0
3042,收集,shōují,to collect,5,verb,1044.0
3043,收看,shōukàn,to watch (TV; program),5,verb,1045.0
3044,守,shǒu,to guard; to keep,5,verb,1046.0
3045,首次,shǒucì,first time,5,number,1047.0
3046,手段,shǒuduàn,method; means,5,noun,1048.0
3047,手工,shǒugōng,handmade; manual,5,noun,1049.0
3048,手术,shǒushù,surgery; to operate,5,noun、verb,1050.0
3049,手套,shǒutào,glove,5,noun,1051.0
3050,手续,shǒuxù,procedure; formality,5,noun,1052.0
3051,手指,shǒuzhǐ,finger,5,noun,1053.0
3052,售价,shòujià,selling price,5,noun,1054.0
3053,蔬菜,shūcài,vegetable,5,noun,1055.0
3054,书法,shūfǎ,calligraphy,5,noun,1056.0
3055,书房,shūfáng,study; den,5,noun,1057.0
3056,书架,shūjià,bookshelf,5,noun,1058.0
3057,输入,shūrù,to input,5,verb,1059.0
3058,舒适,shūshì,comfortable,5,adjective,1060.0
3059,熟练,shúliàn,skilled; proficient,5,adjective,1061.0
3060,熟人,shúrén,acquaintance,5,noun,1062.0
3061,数,shǔ,to count,5,verb,1063.0
3062,鼠标,shǔbiāo,mouse,5,noun,1064.0
3063,属于,shǔyú,to belong to,5,verb,1065.0
3064,束,shù,,5,measure word for bunches,1066.0
3065,数据,shùjù,data,5,noun,1067.0
3066,树木,shùmù,trees,5,noun,1068.0
3067,摔,shuāi,to fall; to throw,5,verb,1069.0
3068,双方,shuāngfāng,both sides; both parties,5,noun,1070.0
3069,水分,shuǐfèn,moisture; water content,5,noun,1071.0
3070,税,shuì,tax,5,noun,1072.0
3071,睡眠,shuìmián,sleep,5,noun,1073.0
3072,顺,shùn,to go along; to arrange; smooth; in sequence,5,verb、preposition、adjective,1074.0
3073,说不定,shuōbudìng,hard to say; maybe; perhaps,5,verb、adverb,1075.0
3074,说服,shuōfú,to persuade,5,verb,1076.0
3075,思考,sīkǎo,to think,5,verb,1077.0
3076,私人,sīrén,private; personal,5,noun,1078.0
3077,思维,sīwéi,thought; thinking; to think,5,noun、verb,1079.0
3078,思想,sīxiǎng,thought; idea,5,noun,1080.0
3079,四处,sìchù,all around; everywhere,5,noun,1081.0
3080,似乎,sìhū,seem; as if,5,adverb,1082.0
3081,四周,sìzhōu,all around,5,noun,1083.0
3082,搜,sōu,to search,5,verb,1084.0
3083,搜索,sōusuǒ,to search,5,verb,1085.0
3084,宿舍,sùshè,dormitory,5,noun,1086.0
3085,酸甜苦辣,suān-tián-kǔ-là,,5,sour / sweet / bitter / hot; the joys and sorrows of life,1087.0
3086,随,suí,to follow,5,verb,1088.0
3087,随后,suíhòu,afterward,5,adverb,1089.0
3088,随时,suíshí,at any time,5,adverb,1090.0
3089,随手,suíshǒu,conveniently; without extra effort,5,adverb,1091.0
3090,随意,suíyì,as one pleases; casual,5,adjective,1092.0
3091,碎,suì,to break; to smash; broken,5,verb、adjective,1093.0
3092,损害,sǔnhài,to damage; to harm,5,verb,1094.0
3093,损失,sǔnshī,to lose; loss,5,verb、noun,1095.0
3094,缩短,suōduǎn,to shorten,5,verb,1096.0
3095,缩小,suōxiǎo,to shrink; to reduce,5,verb,1097.0
3096,所,suǒ,measure word for places; place; office,5,、noun,1098.0
3097,锁,suǒ,lock; to lock,5,noun、verb,1099.0
3098,他人,tārén,others; other people,5,pronoun,1100.0
3099,台灯,táidēng,desk lamp,5,noun,1101.0
3100,台阶,táijiē,steps; stairs,5,noun,1102.0
3101,太太,tàitai,wife (respectful); Mrs.,5,noun,1103.0
3102,谈话,tánhuà,to talk; to have a conversation,5,verb,1104.0
3103,桃,táo,peach,5,noun,1105.0
3104,套,tào,set; suit; to cover; to encase; measure word for sets,5,noun、verb、,1106.0
3105,特产,tèchǎn,specialty; local product,5,noun,1107.0
3106,特色,tèsè,characteristic; feature,5,noun,1108.0
3107,特殊,tèshū,special; particular,5,adjective,1109.0
3108,特有,tèyǒu,characteristic; distinctive,5,adjective,1110.0
3109,特征,tèzhēng,feature; characteristic,5,noun,1111.0
3110,疼痛,téngtòng,painful,5,adjective,1112.0
3111,提倡,tíchàng,to advocate,5,verb,1113.0
3112,提交,tíjiāo,to submit; to hand in,5,verb,1114.0
3113,题目,tímù,topic; subject; question,5,noun,1115.0
3114,提起,tíqǐ,to mention; to bring up,5,verb,1116.0
3115,提升,tíshēng,to promote; to raise,5,verb,1117.0
3116,提问,tíwèn,to ask a question,5,verb,1118.0
3117,体会,tǐhuì,to understand; to realize; understanding,5,verb、noun,1119.0
3118,体力,tǐlì,physical strength,5,noun,1120.0
3119,体现,tǐxiàn,to embody; to reflect,5,verb,1121.0
3120,体验,tǐyàn,to experience,5,verb,1122.0
3121,替,tì,to replace; to substitute; on behalf of,5,verb、preposition,1123.0
3122,天空,tiānkōng,sky,5,noun,1124.0
3123,天上,tiānshàng,in the sky; heaven,5,noun,1125.0
3124,填,tián,to fill,5,verb,1126.0
3125,甜品,tiánpǐn,dessert; sweet snack,5,noun,1127.0
3126,挑,tiāo,to choose; to pick,5,verb,1128.0
3127,挑选,tiāoxuǎn,to select; to choose,5,verb,1129.0
3128,调,tiáo,to adjust; to tune,5,verb,1130.0
3129,调皮,tiáopí,naughty; mischievous,5,adjective,1131.0
3130,调整,tiáozhěng,to adjust,5,verb,1132.0
3131,挑战,tiǎozhàn,to challenge; challenge,5,verb、noun,1133.0
3132,跳高,tiàogāo,high jump,5,verb,1134.0
3133,跳远,tiàoyuǎn,long jump,5,verb,1135.0
3134,贴,tiē,to paste; to stick,5,verb,1136.0
3135,铁路,tiělù,railway,5,noun,1137.0
3136,停留,tíngliú,to stay; to remain,5,verb,1138.0
3137,通常,tōngcháng,usual; common; usually,5,adjective、adverb,1139.0
3138,通行,tōngxíng,to pass through,5,verb,1140.0
3139,同,tóng,same; alike; to share; to be the same; together; with; and; as well as,5,adjective、verb、adverb、preposition、conjunction,1141.0
3140,同情,tóngqíng,to sympathize; to have compassion,5,verb,1142.0
3141,同一,tóngyī,identical; the same,5,adjective,1143.0
3142,统计,tǒngjì,to count; to tally,5,verb,1144.0
3143,统一,tǒngyī,to unify; unified,5,verb、adjective,1145.0
3144,痛苦,tòngkǔ,painful,5,adjective,1146.0
3145,投,tóu,to throw; to cast,5,verb,1147.0
3146,投入,tóurù,to invest; to put into; absorbed; investment,5,verb、adjective、noun,1148.0
3147,头,tou,suffix used after nouns,5,suffix,1149.0
3148,突出,tūchū,to protrude; outstanding,5,verb、adjective,1150.0
3149,图画,túhuà,picture; drawing,5,noun,1151.0
3150,图书,túshū,books,5,noun,1152.0
3151,土地,tǔdì,land,5,noun,1153.0
3152,土豆,tǔdòu,potato,5,noun,1154.0
3153,兔子,tùzi,rabbit,5,noun,1155.0
3154,团,tuán,to unite; group; measure word for round objects,5,verb、noun、,1156.0
3155,团队,tuánduì,team,5,noun,1157.0
3156,推动,tuīdòng,to promote; to drive forward,5,verb,1158.0
3157,推广,tuīguǎng,to popularize; to spread,5,verb,1159.0
3158,推荐,tuījiàn,to recommend,5,verb,1160.0
3159,推进,tuījìn,to push forward; to advance,5,verb,1161.0
3160,退,tuì,to retreat; to withdraw,5,verb,1162.0
3161,退出,tuìchū,to withdraw; to exit,5,verb,1163.0
3162,退还,tuìhuán,to refund,5,verb,1164.0
3163,退休,tuìxiū,to retire,5,verb,1165.0
3164,拖鞋,tuōxié,slippers,5,noun,1166.0
3165,外部,wàibù,outside; exterior,5,noun,1167.0
3166,外公,wàigōng,grandfather,5,noun,1168.0
3167,外观,wàiguān,appearance; exterior,5,noun,1169.0
3168,外婆,wàipó,grandmother,5,noun,1170.0
3169,外形,wàixíng,appearance; shape,5,noun,1171.0
3170,弯,wān,curved; to bend; curve,5,adjective、verb、noun,1172.0
3171,玩具,wánjù,toy,5,noun,1173.0
3172,完美,wánměi,perfect,5,adjective,1174.0
3173,完善,wánshàn,perfect; flawless; to improve; to perfect,5,adjective、verb,1175.0
3174,完整,wánzhěng,complete; intact,5,adjective,1176.0
3175,万一,wànyī,just in case; in case,5,noun、conjunction,1177.0
3176,往返,wǎngfǎn,to go back and forth,5,verb,1178.0
3177,网络,wǎngluò,network,5,noun,1179.0
3178,危害,wēihài,to harm,5,verb,1180.0
3179,微笑,wēixiào,to smile; smile,5,verb、noun,1181.0
3180,威胁,wēixié,to threaten,5,verb,1182.0
3181,围,wéi,to enclose; to surround,5,verb,1183.0
3182,为,wéi,for; for the sake of,5,preposition,1184.0
3183,维持,wéichí,to maintain; to keep,5,verb,1185.0
3184,违法,wéifǎ,to violate the law,5,verb,1186.0
3185,违反,wéifǎn,to violate,5,verb,1187.0
3186,围巾,wéijīn,scarf,5,noun,1188.0
